,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,class
479,-3.887,3.172,-0.7390000000000001,-0.69,-0.5479999999999999,0.33,0.569,0.98,-1.609,0.283,6
480,-4.474,4.569,-1.069,-1.409,0.1369999999999999,1.0490000000000002,0.071,0.877,-1.355,-0.1669999999999999,7
481,-4.471,4.096,-0.809,-0.8809999999999999,0.6459999999999999,0.539,0.04,0.142,-1.555,-0.023,8
482,-4.947,4.637,-0.444,-0.953,-0.119,-0.249,0.594,0.27,-0.7829999999999999,0.265,9
483,-4.173,2.299,-0.298,-0.13,0.122,0.319,-0.3879999999999999,-0.3279999999999999,-0.48,0.99,10
484,-5.131,2.192,1.364,1.936,-0.591,-0.354,-0.677,0.15,0.178,0.38,0
486,-4.058,1.072,0.157,1.136,0.385,-0.687,-0.583,-0.185,-0.3,1.177,2
487,-3.631,1.195,-0.7190000000000001,0.13,-0.065,0.348,-0.061,0.555,-0.594,0.8059999999999999,3
488,-3.434,2.26,-1.065,-0.122,-0.795,0.363,1.403,-0.507,-0.375,0.015,4
489,-3.765,1.97,-0.955,0.304,-0.735,0.41,0.38,0.146,-0.536,0.738,5
490,-3.975,3.0660000000000003,-0.506,-0.8270000000000001,-0.478,0.434,0.356,0.939,-1.3090000000000002,0.204,6
492,-4.475,4.064,-0.927,-0.6779999999999999,0.599,0.445,0.2239999999999999,0.103,-1.336,-0.192,8
494,-4.151,2.069,-0.605,0.111,0.41,0.354,-0.284,-0.381,-0.507,0.737,10
495,-5.125,2.077,1.283,2.003,-0.7340000000000001,-0.513,-0.557,0.055,0.295,0.2689999999999999,0
496,-4.316,1.409,0.441,1.819,0.5,-0.617,-0.633,-0.621,-0.6709999999999999,1.193,1
497,-4.149,1.129,-0.008,1.215,0.39,-0.474,-0.4,-0.3429999999999999,-0.344,0.8859999999999999,2
498,-3.5810000000000004,1.188,-0.958,0.1889999999999999,-0.077,0.451,0.049,0.449,-0.6759999999999999,0.919,3
499,-3.828,2.367,-0.836,-0.3429999999999999,-0.466,0.1159999999999999,1.172,-0.175,-0.275,0.1169999999999999,4
500,-3.82,1.705,-1.13,0.45,-0.471,0.665,0.298,-0.175,-0.473,0.848,5
501,-3.949,2.99,-0.643,-0.986,-0.175,0.768,0.249,0.8029999999999999,-1.479,0.168,6
502,-4.471,4.461,-1.887,-0.799,0.7190000000000001,0.938,0.239,0.342,-1.036,-0.06,7
503,-4.58,4.1160000000000005,-0.753,-0.8490000000000001,0.516,0.498,0.1169999999999999,0.181,-1.256,-0.119,8
504,-5.049,4.846,-0.6779999999999999,-0.877,-0.09,0.005,0.253,-0.078,-0.178,0.131,9
505,-4.115,1.856,-0.738,0.132,0.6579999999999999,0.3289999999999999,-0.252,-0.123,-0.53,0.456,10
506,-5.143,2.051,1.216,1.898,-0.555,-0.466,-0.8420000000000001,0.011,0.461,0.193,0
507,-4.4030000000000005,1.409,0.551,1.496,0.6729999999999999,-0.616,-0.787,-0.382,-0.696,1.139,1
508,-4.316,1.272,-0.087,1.285,0.126,-0.128,-0.286,-0.4629999999999999,-0.294,0.691,2
509,-3.622,1.111,-0.972,0.3989999999999999,-0.402,0.527,0.271,0.373,-0.716,0.943,3
510,-3.85,2.28,-1.055,-0.335,-0.1639999999999999,0.41,0.913,-0.391,-0.3379999999999999,0.26,4
511,-3.962,1.724,-1.29,0.531,-0.17,0.528,0.282,-0.149,-0.603,1.139,5
512,-3.894,2.91,-0.968,-0.6709999999999999,-0.131,0.519,0.591,0.708,-1.515,0.121,6
513,-4.468999999999999,4.348,-1.74,-0.8859999999999999,0.447,0.883,0.374,0.5770000000000001,-0.908,-0.089,7
514,-4.6610000000000005,4.235,-0.497,-1.021,0.295,0.457,-0.019,0.345,-1.355,0.062,8
515,-5.04,5.074,-1.721,-0.264,0.2789999999999999,0.176,0.003,-0.609,-0.177,0.422,9
516,-4.169,1.7990000000000002,-0.621,0.025,0.706,0.362,-0.3429999999999999,-0.049,-0.3389999999999999,0.22,10
517,-5.105,1.968,1.14,1.719,-0.4429999999999999,-0.432,-0.969,-0.173,0.551,0.176,0
518,-4.544,1.672,0.643,1.281,0.504,-0.8029999999999999,-0.7090000000000001,-0.2289999999999999,-0.546,1.058,1
519,-4.426,1.167,0.008,1.315,0.1889999999999999,-0.297,-0.124,-0.244,-0.423,0.684,2
520,-3.622,0.988,-1.108,0.685,-0.693,0.754,0.442,0.166,-0.4579999999999999,0.738,3
521,-3.597,2.146,-1.492,-0.142,-0.297,0.815,0.87,-0.49,-0.471,0.41,4
522,-4.122,1.735,-1.34,0.615,0.03,0.353,0.345,-0.104,-0.54,0.988,5
523,-4.065,2.8760000000000003,-0.856,-0.221,-0.5329999999999999,0.2319999999999999,0.855,0.633,-1.452,0.272,6
525,-4.651,4.246,-0.823,-0.831,0.6659999999999999,0.546,-0.3,0.094,-1.3430000000000002,0.185,8
526,-5.034,4.993,-1.633,-0.285,0.3979999999999999,0.181,-0.211,-0.508,-0.283,0.304,9
527,-4.261,1.827,-0.482,-0.1939999999999999,0.731,0.354,-0.478,0.05,-0.1119999999999999,0.321,10
528,-1.149,-0.904,-1.988,0.7390000000000001,-0.06,1.206,0.8640000000000001,1.196,-0.3,-0.467,0
530,-2.505,0.632,-0.593,0.304,0.496,0.8240000000000001,-0.162,0.181,-0.363,-0.764,2
531,-1.768,1.769,-1.142,-0.7390000000000001,-0.086,0.12,-0.23,0.217,-0.009,-0.2789999999999999,3
532,-2.6710000000000003,3.155,-0.514,0.133,-0.964,0.2339999999999999,-0.071,1.192,0.254,-0.471,4
533,-2.509,1.3259999999999998,0.354,0.6629999999999999,-0.7240000000000001,0.418,-0.496,0.713,0.638,-0.204,5
534,-2.764,1.111,0.727,1.54,-0.855,0.261,-1.11,0.2269999999999999,0.42,0.991,6
536,-3.839,1.248,0.83,0.982,-1.11,0.617,-0.7509999999999999,0.084,0.309,1.125,8
537,-4.982,1.538,0.96,1.253,-0.64,0.588,-0.484,-0.31,-0.246,1.18,9
538,-2.895,0.682,-0.151,0.218,-0.6890000000000001,1.118,-0.264,0.922,0.757,0.327,10
539,-1.093,-0.922,-2.091,0.8440000000000001,0.009,1.247,0.8909999999999999,1.453,-0.089,-0.4,0
540,-2.499,0.119,-0.82,0.346,0.347,1.696,0.245,0.6890000000000001,-0.084,-0.596,1
541,-2.633,0.672,-0.372,0.439,0.437,0.907,-0.402,-0.04,-0.366,-0.741,2
542,-1.707,1.652,-1.012,-0.622,-0.293,0.2789999999999999,-0.276,0.477,0.05,-0.2,3
543,-2.696,3.129,-0.52,0.294,-0.989,0.019,-0.066,1.106,0.361,-0.396,4
544,-2.592,1.617,0.267,0.38,-0.777,0.487,-0.206,0.733,0.5920000000000001,-0.4029999999999999,5
545,-2.733,1.088,0.7609999999999999,1.694,-0.833,0.292,-1.069,0.266,0.369,1.034,6
546,-3.835,3.339,0.29,-0.126,-1.68,0.195,-0.368,1.328,0.523,0.861,7
547,-3.915,2.158,0.7809999999999999,0.643,-1.023,0.598,-0.718,0.2739999999999999,0.376,0.77,8
548,-4.848,1.115,0.932,1.615,-0.589,0.5920000000000001,-0.446,-0.366,-0.447,1.294,9
550,-1.784,-1.074,-1.661,1.324,0.289,1.3030000000000002,0.924,1.307,-0.346,-0.521,0
551,-1.89,0.207,-1.161,0.027,-0.047,1.581,0.2769999999999999,1.129,0.366,-0.25,1
552,-2.677,0.486,-0.061,0.517,0.222,1.102,-0.425,-0.096,-0.373,-0.484,2
553,-1.716,1.186,-0.809,-0.515,-0.35,0.29,-0.4039999999999999,0.6779999999999999,0.172,-0.212,3
554,-2.769,2.906,-0.1939999999999999,0.349,-0.958,0.089,-0.245,1.004,0.6,-0.336,4
555,-2.625,1.551,0.298,0.324,-1.05,0.746,0.067,0.603,0.342,-0.413,5
556,-2.632,0.8809999999999999,0.71,1.8,-0.75,0.33,-1.128,0.177,0.3389999999999999,1.166,6
557,-3.888,3.085,0.436,0.142,-1.526,-0.052,-0.503,1.085,0.511,0.976,7
558,-3.824,1.832,1.093,1.024,-1.09,0.56,-0.336,0.299,0.126,1.005,8
559,-4.813,1.042,0.887,1.661,-0.534,0.747,-0.513,-0.4479999999999999,-0.412,1.214,9
560,-2.971,0.4629999999999999,-0.195,0.3229999999999999,-0.625,0.941,-0.327,0.78,0.552,0.436,10
561,-2.698,-1.027,-0.94,1.796,0.392,1.33,0.866,0.7809999999999999,-0.838,-0.6629999999999999,0
562,-1.358,0.136,-1.082,-0.148,-0.609,1.464,0.144,1.149,0.481,0.119,1
563,-2.594,0.621,-0.292,0.521,0.26,1.204,-0.337,0.261,-0.332,-0.51,2
564,-1.793,0.925,-0.7390000000000001,-0.396,-0.211,0.3289999999999999,-0.4029999999999999,0.604,0.1969999999999999,-0.251,3
565,-2.92,2.697,-0.1159999999999999,0.451,-0.8590000000000001,-0.035,-0.307,0.8740000000000001,0.622,-0.301,4
566,-2.696,1.26,0.436,0.657,-1.161,0.805,0.062,0.575,0.182,-0.3339999999999999,5
567,-2.484,0.5589999999999999,0.624,1.951,-0.6459999999999999,0.381,-1.106,0.036,0.24,1.291,6
568,-3.989,3.049,0.304,0.209,-1.26,-0.205,-0.735,0.862,0.551,1.114,7
569,-3.776,1.7519999999999998,0.92,0.722,-1.164,0.774,-0.01,0.657,0.248,1.055,8
570,-4.717,0.8290000000000001,0.853,1.98,-0.546,0.688,-0.434,-0.424,-0.636,1.245,9
571,-3.108,0.926,-0.389,0.249,-0.461,0.816,-0.226,0.818,0.387,0.303,10
572,-3.366,-0.826,-0.405,1.643,0.603,1.226,0.524,0.293,-0.858,-0.6679999999999999,0
573,-1.53,0.0289999999999999,-0.925,0.054,-0.565,1.5930000000000002,0.123,1.117,0.3379999999999999,0.026,1
574,-1.817,0.5589999999999999,-0.8009999999999999,0.2339999999999999,0.011,1.215,-0.161,0.809,0.018,-0.382,2
575,-1.969,0.835,-0.6709999999999999,-0.27,0.0279999999999999,0.4,-0.444,0.53,0.061,-0.3429999999999999,3
577,-2.889,1.418,0.409,0.61,-1.018,0.992,0.005,0.518,-0.027,-0.326,5
578,-2.71,0.809,0.754,1.903,-0.764,0.3779999999999999,-1.123,0.162,0.405,1.163,6
579,-3.992,3.342,0.1669999999999999,0.086,-1.23,-0.216,-0.8240000000000001,0.8370000000000001,0.521,0.978,7
580,-3.81,1.91,0.527,0.478,-0.972,0.945,-0.28,0.7190000000000001,0.482,0.8290000000000001,8
581,-4.683,0.773,0.888,2.302,-0.562,0.395,-0.401,-0.289,-0.8390000000000001,1.165,9
582,-3.375,1.779,-0.8220000000000001,0.382,-0.019,0.845,0.123,0.767,0.223,-0.337,10
583,-3.312,-0.7759999999999999,-0.504,1.39,0.86,1.257,0.222,0.314,-0.715,-0.765,0
584,-2.073,0.088,-0.73,0.296,-0.286,1.75,0.154,1.078,0.294,-0.174,1
585,-1.222,0.491,-0.716,0.004,-0.3229999999999999,1.108,-0.148,0.773,0.387,-0.073,2
586,-2.295,0.883,-0.619,-0.0409999999999999,0.143,0.3779999999999999,-0.602,0.335,-0.114,-0.391,3
587,-2.968,2.149,0.13,0.6759999999999999,-0.79,0.1119999999999999,-0.507,0.762,0.625,-0.272,4
588,-2.784,1.43,0.145,0.309,-0.931,1.342,0.017,0.589,-0.044,-0.273,5
589,-3.073,1.5319999999999998,0.949,1.541,-1.058,0.272,-0.961,0.449,0.619,0.969,6
590,-3.958,4.132,-0.074,-0.19,-1.1840000000000002,-0.11,-0.679,1.198,0.442,0.563,7
591,-3.947,2.102,0.305,0.462,-0.765,1.037,-0.618,0.741,0.345,0.2689999999999999,8
592,-4.756,0.965,0.959,2.287,-0.527,0.4539999999999999,-0.41,-0.362,-0.862,1.088,9
593,-3.366,1.952,-0.898,0.258,0.282,0.835,0.29,0.6809999999999999,0.431,-0.461,10
594,-3.137,0.077,-1.157,1.589,0.204,1.898,0.17,0.6759999999999999,-1.033,-0.635,0
595,-3.262,0.956,-0.7909999999999999,1.528,-0.021,0.977,-0.121,0.499,-0.99,-0.621,1
596,-2.045,0.8190000000000001,-1.46,0.652,-0.701,0.352,-0.087,0.7929999999999999,-0.5670000000000001,-0.013,2
597,-1.993,1.725,-1.13,0.556,-1.223,0.485,0.211,-0.04,-0.294,-0.5479999999999999,3
598,-2.765,2.817,-2.02,0.213,-0.772,0.852,0.252,-0.193,-0.2019999999999999,-0.093,4
599,-2.55,2.391,-1.137,0.09,-0.948,0.217,0.051,0.723,-0.5579999999999999,-0.204,5
600,-3.297,2.88,-0.8590000000000001,-0.301,-1.02,0.7979999999999999,0.288,0.855,-0.528,-0.662,6
603,-4.6930000000000005,3.1460000000000004,-0.136,0.5870000000000001,-0.731,1.055,-0.104,-0.021,0.637,-0.192,9
604,-3.73,1.872,-0.8009999999999999,0.555,-0.427,0.7909999999999999,0.196,0.65,-0.7440000000000001,-0.372,10
605,-3.019,0.0579999999999999,-1.265,1.497,0.171,1.997,0.178,0.847,-1.16,-0.5479999999999999,0
606,-3.339,1.004,-0.747,1.505,-0.068,1.007,-0.017,0.377,-0.775,-0.899,1
607,-2.008,0.785,-1.489,0.654,-0.685,0.313,-0.085,0.856,-0.516,-0.053,2
608,-1.951,1.6840000000000002,-1.039,0.586,-1.166,0.345,0.33,-0.108,-0.198,-0.609,3
610,-2.5380000000000003,2.351,-1.029,0.146,-0.922,0.201,-0.0579999999999999,0.835,-0.7120000000000001,-0.074,5
611,-3.2310000000000003,3.003,-1.161,-0.315,-0.816,0.87,0.311,0.677,-0.565,-0.7,6
612,-4.033,4.071000000000001,-0.586,0.127,-1.4469999999999998,0.62,0.1969999999999999,0.711,0.48,-0.306,7
613,-4.13,3.105,-1.141,0.183,-0.498,1.324,-0.3989999999999999,0.675,-0.3389999999999999,-0.6940000000000001,8
615,-3.7,1.841,-0.675,0.441,-0.3829999999999999,0.89,0.176,0.594,-0.677,-0.408,10
616,-2.9730000000000003,0.036,-1.273,1.519,0.195,1.98,0.131,0.8320000000000001,-1.157,-0.547,0
617,-3.485,1.092,-0.674,1.395,-0.027,1.039,-0.047,0.384,-0.7609999999999999,-0.934,1
618,-1.929,0.777,-1.415,0.598,-0.579,0.215,-0.061,0.733,-0.3329999999999999,-0.235,2
619,-1.928,1.578,-0.997,0.672,-1.287,0.381,0.249,0.006,-0.1669999999999999,-0.637,3
620,-2.823,2.7430000000000003,-2.012,0.2339999999999999,-0.919,1.103,0.091,-0.177,-0.143,-0.09,4
621,-2.521,2.283,-0.954,0.2319999999999999,-0.918,0.253,-0.094,0.833,-0.7040000000000001,-0.092,5
623,-4.049,4.039,-0.5579999999999999,0.064,-1.676,1.024,0.047,1.024,-0.091,-0.283,7
624,-4.13,3.2910000000000004,-1.4240000000000002,0.359,-0.273,1.297,-0.4539999999999999,0.62,-0.527,-0.7090000000000001,8
626,-3.725,1.904,-0.737,0.433,-0.369,1.047,0.12,0.425,-0.6779999999999999,-0.391,10
628,-3.587,1.193,-0.617,1.34,-0.022,1.103,-0.072,0.368,-0.8540000000000001,-0.767,1
629,-1.895,0.755,-1.388,0.638,-0.614,0.246,-0.033,0.693,-0.27,-0.346,2
631,-2.797,2.7060000000000004,-1.936,0.147,-0.921,1.24,-0.0819999999999999,-0.006,-0.214,-0.064,4
632,-2.5610000000000004,2.191,-0.955,0.214,-0.841,0.386,-0.083,0.74,-0.612,-0.196,5
633,-3.152,3.176,-1.5730000000000002,-0.204,-0.485,0.723,0.308,0.652,-0.872,-0.586,6
634,-4.064,4.106,-0.545,0.03,-1.645,0.904,0.103,0.907,0.05,-0.322,7
635,-4.138999999999999,3.363,-1.464,0.4589999999999999,-0.066,1.045,-0.146,0.172,-0.124,-0.8640000000000001,8
636,-4.782,3.325,-0.071,0.6629999999999999,-0.913,1.012,-0.033,-0.103,0.483,-0.2019999999999999,9
637,-3.731,1.927,-0.705,0.4529999999999999,-0.372,1.149,0.046,0.3229999999999999,-0.627,-0.331,10
638,-3.055,0.088,-1.217,1.5619999999999998,0.186,2.059,0.054,0.639,-1.121,-0.757,0
639,-3.711,1.3769999999999998,-0.584,1.4280000000000002,-0.033,1.062,-0.127,0.3279999999999999,-1.092,-0.565,1
640,-1.926,0.6890000000000001,-1.433,0.716,-0.588,0.2689999999999999,-0.044,0.716,-0.245,-0.285,2
641,-1.948,1.536,-1.012,0.537,-1.229,0.183,0.46,-0.002,-0.178,-0.5760000000000001,3
642,-2.8,2.609,-1.726,0.036,-0.941,1.039,0.191,0.044,-0.165,-0.2339999999999999,4
643,-2.6910000000000003,2.111,-1.067,0.174,-0.649,0.431,-0.017,0.655,-0.498,-0.292,5
644,-3.19,3.1010000000000004,-1.659,-0.182,-0.436,0.828,0.272,0.502,-0.857,-0.516,6
645,-4.074,4.187,-0.555,0.052,-1.6030000000000002,0.73,-0.061,0.981,0.249,-0.25,7
647,-4.827,3.391,-0.099,0.599,-0.723,0.741,0.089,-0.214,0.518,-0.074,9
648,-3.735,2.096,-0.818,0.4629999999999999,-0.221,1.144,0.023,0.2239999999999999,-0.745,-0.325,10
649,-3.117,0.146,-1.228,1.635,0.223,2.026,0.036,0.569,-1.15,-0.767,0
651,-2.029,0.698,-1.482,0.813,-0.6809999999999999,0.422,0.016,0.7509999999999999,-0.3,-0.237,2
652,-1.998,1.497,-1.005,0.519,-1.236,0.3979999999999999,0.273,0.151,-0.319,-0.49,3
653,-2.914,2.541,-1.567,0.067,-1.051,1.207,0.006,0.289,-0.325,-0.3429999999999999,4
654,-2.937,2.1830000000000003,-1.291,0.355,-0.372,0.57,0.045,0.452,-0.705,-0.263,5
656,-4.069,4.205,-0.614,-0.06,-1.462,0.476,0.381,0.589,0.405,-0.259,7
657,-4.235,3.775,-1.5930000000000002,0.8140000000000001,0.288,0.805,-0.5660000000000001,-0.247,-0.409,-0.556,8
659,-3.756,2.204,-0.716,0.529,-0.284,1.121,0.022,0.127,-0.782,-0.3939999999999999,10
660,-4.066,0.3979999999999999,-0.382,1.679,0.121,1.617,0.504,-0.315,-0.226,-0.873,0
661,-2.966,0.659,-1.057,1.36,0.152,1.435,0.1969999999999999,0.926,-0.45,-0.637,1
662,-2.695,1.119,-0.986,0.172,0.499,0.372,0.088,0.63,-0.721,-0.256,2
663,-2.482,1.896,-1.289,0.1119999999999999,0.285,0.096,0.022,0.8320000000000001,-0.3329999999999999,-0.764,3
664,-2.742,2.729,-0.129,-0.49,-0.573,0.868,0.07,0.7709999999999999,0.053,-0.939,4
665,-2.434,2.903,-1.341,-0.411,0.372,0.843,-0.022,0.336,0.123,-0.747,5
666,-2.9730000000000003,3.557,-0.396,-0.7190000000000001,-0.669,0.923,0.293,1.009,0.14,-1.098,6
667,-4.103,3.812,0.255,-0.103,-0.994,0.0969999999999999,-0.345,2.039,0.02,-0.43,7
668,-3.863,3.245,-0.996,0.486,-0.348,0.19,0.5579999999999999,1.342,0.176,-0.318,8
669,-4.611000000000001,2.962,-0.856,1.161,-0.612,0.469,0.162,0.705,0.37,-0.916,9
670,-3.548,1.611,-0.85,0.374,0.168,0.318,0.4629999999999999,0.863,-1.131,-0.3339999999999999,10
671,-4.052,0.35,-0.314,1.734,0.127,1.6669999999999998,0.512,-0.377,-0.358,-0.855,0
672,-3.034,0.6940000000000001,-1.007,1.453,0.155,1.48,0.179,1.005,-0.54,-0.563,1
673,-2.667,1.132,-1.054,0.2319999999999999,0.537,0.352,0.163,0.55,-0.688,-0.295,2
674,-2.395,1.929,-1.496,0.372,0.065,0.009,0.149,0.813,-0.484,-0.672,3
675,-2.758,2.839,-0.282,-0.449,-0.485,0.7879999999999999,0.12,0.792,0.023,-0.949,4
677,-3.045,3.312,0.171,-0.605,-1.027,0.924,0.353,0.897,0.365,-0.871,6
678,-4.089,3.712,0.315,-0.05,-0.929,0.018,-0.35,1.77,0.244,-0.301,7
680,-4.602,3.043,-0.959,0.828,-0.298,0.315,0.423,0.57,0.387,-0.617,9
681,-3.707,1.486,-0.494,0.402,0.183,0.186,0.2339999999999999,1.029,-0.856,-0.408,10
682,-3.894,0.1169999999999999,-0.407,1.973,0.043,1.891,0.411,-0.095,-0.436,-1.015,0
683,-3.053,0.716,-1.024,1.422,0.184,1.473,0.261,0.983,-0.431,-0.7170000000000001,1
684,-2.615,1.185,-1.162,0.395,0.4589999999999999,0.345,0.298,0.456,-0.62,-0.307,2
685,-2.303,1.954,-1.493,0.305,0.047,0.0559999999999999,0.026,0.902,-0.522,-0.645,3
686,-2.79,2.665,0.036,-0.44,-0.604,0.8109999999999999,0.098,0.723,0.134,-0.91,4
687,-2.445,2.678,-0.816,-0.743,0.076,1.117,-0.057,0.018,0.281,-0.72,5
689,-3.983,3.695,0.096,-0.3329999999999999,-1.01,0.1689999999999999,-0.108,1.6740000000000002,0.262,-0.231,7
690,-3.96,3.373,-1.235,0.152,0.031,0.664,0.5579999999999999,0.841,-0.133,-0.317,8
691,-4.617,3.033,-0.909,0.604,-0.341,0.636,0.294,0.527,0.48,-0.5579999999999999,9
692,-3.789,1.42,-0.372,0.568,0.123,0.185,0.078,1.006,-0.722,-0.391,10
693,-3.676,-0.185,-0.563,2.377,0.096,1.854,0.303,0.296,-0.358,-1.205,0
694,-3.033,0.7,-1.077,1.266,0.196,1.453,0.317,0.947,-0.324,-0.828,1
695,-2.6,1.219,-1.315,0.589,0.311,0.364,0.451,0.35,-0.556,-0.314,2
696,-2.316,2.007,-1.365,0.181,0.206,0.071,0.037,0.8140000000000001,-0.332,-0.753,3
697,-2.7,2.6860000000000004,-0.043,-0.528,-0.626,0.917,0.1669999999999999,0.652,0.1,-0.937,4
699,-2.969,3.128,0.504,-0.487,-1.371,0.7040000000000001,0.66,0.6759999999999999,0.469,-0.525,6
700,-3.878,3.816,-0.155,-0.6679999999999999,-1.207,0.541,0.022,1.972,-0.0289999999999999,-0.29,7
701,-3.896,2.768,-0.816,-0.0139999999999999,-0.125,0.168,0.307,1.203,0.246,-0.118,8
702,-4.717,3.059,-0.682,0.532,-0.48,0.731,0.174,0.493,0.635,-0.473,9
703,-3.689,1.367,-0.389,0.376,0.136,0.3429999999999999,0.156,1.01,-0.611,-0.551,10
704,-3.644,-0.215,-0.579,2.307,0.046,1.945,0.28,0.272,-0.539,-1.226,0
705,-3.034,0.452,-0.946,0.931,0.128,1.514,0.142,0.932,-0.104,-0.974,1
707,-2.382,1.984,-1.096,-0.103,0.369,0.204,-0.125,0.752,-0.136,-0.959,3
708,-2.54,2.925,-0.377,-0.745,-0.562,0.981,0.303,0.539,0.127,-0.959,4
709,-2.505,2.358,-0.184,-0.792,-0.316,1.3630000000000002,0.302,-0.121,0.214,-0.622,5
710,-2.951,2.64,0.8320000000000001,-0.387,-1.5019999999999998,0.272,0.7559999999999999,0.5379999999999999,0.616,-0.3989999999999999,6
711,-3.979,3.661,0.1689999999999999,-0.598,-1.412,0.569,0.009,1.939,0.094,-0.149,7
712,-4.083,2.315,-0.375,0.52,-0.019,-0.211,-0.172,1.054,0.387,0.168,8
713,-4.805,3.228,-0.501,0.602,-0.532,0.745,0.09,0.445,0.7559999999999999,-0.42,9
714,-3.661,1.2919999999999998,-0.433,0.34,0.098,0.363,0.246,0.911,-0.415,-0.507,10
715,-3.337,-0.347,-0.79,2.129,-0.0579999999999999,2.079,0.295,0.246,-0.687,-1.241,0
716,-3.0,0.217,-0.855,0.8029999999999999,-0.008,1.795,-0.01,1.07,-0.061,-1.046,1
717,-3.047,1.267,-0.799,0.507,0.524,0.507,0.044,0.302,-0.731,-0.431,2
719,-2.544,2.725,-0.067,-0.787,-0.903,0.97,0.524,0.32,0.283,-0.8220000000000001,4
720,-2.7030000000000003,2.066,0.205,-0.63,-0.345,1.229,0.4029999999999999,-0.032,0.247,-0.696,5
721,-3.015,2.219,0.996,-0.455,-1.514,0.047,0.8640000000000001,0.4679999999999999,0.657,-0.3429999999999999,6
722,-4.122,3.177,0.529,-0.176,-1.307,0.132,-0.2789999999999999,1.3530000000000002,0.4579999999999999,-0.009,7
723,-4.047,2.6260000000000003,-0.597,0.823,-0.266,0.048,0.049,0.882,0.359,-0.203,8
724,-4.893,3.37,-0.4639999999999999,0.5379999999999999,-0.327,0.496,0.27,0.47,0.742,-0.141,9
725,-3.664,1.119,-0.4589999999999999,0.482,0.0819999999999999,0.221,0.185,0.861,-0.237,-0.413,10
726,-2.463,-0.1969999999999999,-1.264,1.15,0.2339999999999999,1.833,0.066,0.738,-1.382,-0.498,0
727,-2.9130000000000003,0.757,-0.8190000000000001,1.245,0.419,1.17,0.051,0.3279999999999999,-0.96,-0.614,1
